date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:23:17	9065/9065	---M--	200	added ('OK')	image/png	etag:%226176cb6f-3f79%22	https://bison.studio/wp-content/uploads/2021/10/Untitled-2_0010_elbros.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/10/Untitled-2_0010_elbros.png	(from https://bison.studio/)
13:23:17	13779/13779	---M--	200	added ('OK')	image/png	etag:%2261a64a27-5823%22	https://bison.studio/wp-content/uploads/2021/11/mt-5.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/mt-5.png	(from https://bison.studio/)
13:23:17	9846/9846	---M--	200	added ('OK')	image/png	etag:%22618a7691-429c%22	https://bison.studio/wp-content/uploads/2021/11/logo_0004_carmelo.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/logo_0004_carmelo.png	(from https://bison.studio/)
13:23:18	6654/6654	---M--	200	added ('OK')	image/png	etag:%226176cb34-3470%22	https://bison.studio/wp-content/uploads/2021/10/Untitled-2_0001_tigne.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/10/Untitled-2_0001_tigne.png	(from https://bison.studio/)
13:23:18	5151/5151	---M--	200	added ('OK')	image/png	etag:%226152077a-1434%22	https://bison.studio/wp-content/uploads/2021/07/marina-min.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/07/marina-min.png	(from https://bison.studio/)
13:23:18	5537/5537	---M--	200	added ('OK')	image/png	etag:%2261520786-15b6%22	https://bison.studio/wp-content/uploads/2021/07/kyshen-min.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/07/kyshen-min.png	(from https://bison.studio/)
13:23:18	1917/1917	---M--	200	added ('OK')	image/png	etag:%226152077e-792%22	https://bison.studio/wp-content/uploads/2021/07/kerber-min.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/07/kerber-min.png	(from https://bison.studio/)
13:23:18	15821837/15821837	---M--	200	added ('OK')	video/mp4	etag:%22615207b4-f16c0d%22	https://bison.studio/wp-content/uploads/2021/09/full-min.mp4	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/09/full-min.mp4	(from https://bison.studio/)
13:23:18	4783/4783	---M--	200	added ('OK')	image/png	etag:%226152078c-135d%22	https://bison.studio/wp-content/uploads/2021/07/growthbox-min.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/07/growthbox-min.png	(from https://bison.studio/)
13:23:19	3884/3884	---M--	200	added ('OK')	image/png	etag:%2261520782-10a2%22	https://bison.studio/wp-content/uploads/2021/07/pioneer-min.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/07/pioneer-min.png	(from https://bison.studio/)
13:23:19	4613/4613	---M--	200	added ('OK')	image/png	etag:%226152076e-121a%22	https://bison.studio/wp-content/uploads/2021/07/teatru-min.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/07/teatru-min.png	(from https://bison.studio/)
13:23:19	1758/1758	---M--	200	added ('OK')	image/png	etag:%2261520772-6f3%22	https://bison.studio/wp-content/uploads/2021/07/azimut-png-min.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/07/azimut-png-min.png	(from https://bison.studio/)
13:23:19	7974/7974	---M--	200	added ('OK')	image/png	etag:%226176cb71-362d%22	https://bison.studio/wp-content/uploads/2021/10/Untitled-2_0011_co_Phase-2-Apartment-sqm.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/10/Untitled-2_0011_co_Phase-2-Apartment-sqm.png	(from https://bison.studio/)
13:23:19	7816/7816	---M--	200	added ('OK')	image/png	etag:%226176cb6d-3863%22	https://bison.studio/wp-content/uploads/2021/10/Untitled-2_0008_logo-1.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/10/Untitled-2_0008_logo-1.png	(from https://bison.studio/)
13:23:20	6544/6544	---M--	200	added ('OK')	image/png	etag:%226176cb32-329e%22	https://bison.studio/wp-content/uploads/2021/10/Untitled-2_0000_vivi.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/10/Untitled-2_0000_vivi.png	(from https://bison.studio/)
13:23:20	6848/6848	---M--	200	added ('OK')	image/png	etag:%22618a768c-35b9%22	https://bison.studio/wp-content/uploads/2021/11/logo_0008_ion.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/logo_0008_ion.png	(from https://bison.studio/)
13:23:20	7531/7531	---M--	200	added ('OK')	image/png	etag:%22618a768d-39b5%22	https://bison.studio/wp-content/uploads/2021/11/logo_0007_iniala.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/logo_0007_iniala.png	(from https://bison.studio/)
13:23:20	7681/7681	---M--	200	added ('OK')	image/png	etag:%22618a768e-3995%22	https://bison.studio/wp-content/uploads/2021/11/logo_0006_palaz.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/logo_0006_palaz.png	(from https://bison.studio/)
13:23:21	7244/7244	---M--	200	added ('OK')	image/png	etag:%22618a7690-33e8%22	https://bison.studio/wp-content/uploads/2021/11/logo_0005_mizzi.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/logo_0005_mizzi.png	(from https://bison.studio/)
13:23:21	5180/5180	---M--	200	added ('OK')	image/png	etag:%22618a7692-2e16%22	https://bison.studio/wp-content/uploads/2021/11/logo_0003_maltashows.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/logo_0003_maltashows.png	(from https://bison.studio/)
13:23:21	3736/3736	---M--	200	added ('OK')	image/png	etag:%226152078a-ead%22	https://bison.studio/wp-content/uploads/2021/07/a360-min.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/07/a360-min.png	(from https://bison.studio/)
13:23:21	3379/3379	---M--	200	added ('OK')	image/png	etag:%2261520796-df7%22	https://bison.studio/wp-content/uploads/2021/07/ab-finace-min.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/07/ab-finace-min.png	(from https://bison.studio/)
13:23:22	7178/7178	---M--	200	added ('OK')	image/png	etag:%226152079e-227f%22	https://bison.studio/wp-content/uploads/2021/07/ambassador-min.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/07/ambassador-min.png	(from https://bison.studio/)
13:23:22	5539/5539	---M--	200	added ('OK')	image/png	etag:%2261520790-1713%22	https://bison.studio/wp-content/uploads/2021/07/asciak-min.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/07/asciak-min.png	(from https://bison.studio/)
13:23:22	3228/3228	---M--	200	added ('OK')	image/png	etag:%2261520770-cb4%22	https://bison.studio/wp-content/uploads/2021/07/district-min.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/07/district-min.png	(from https://bison.studio/)
13:23:22	2689/2689	---M--	200	added ('OK')	image/png	etag:%226152077c-a96%22	https://bison.studio/wp-content/uploads/2021/07/gamelounge-min.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/07/gamelounge-min.png	(from https://bison.studio/)
13:23:22	5229/5229	---M--	200	added ('OK')	image/png	etag:%226152078e-1482%22	https://bison.studio/wp-content/uploads/2021/07/goldcrest-min.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/07/goldcrest-min.png	(from https://bison.studio/)
13:23:23	7386/7386	---M--	200	added ('OK')	image/png	etag:%22618a76c9-381c%22	https://bison.studio/wp-content/uploads/2021/11/logo_0014_crique-logo.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/logo_0014_crique-logo.png	(from https://bison.studio/)
13:23:23	3119/3119	---M--	200	added ('OK')	image/png	etag:%226176cb6b-21fc%22	https://bison.studio/wp-content/uploads/2021/10/Untitled-2_0007_logo-floreal-dark@2x.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/10/Untitled-2_0007_logo-floreal-dark@2x.png	(from https://bison.studio/)
13:23:23	7883/7883	---M--	200	added ('OK')	image/png	etag:%22618a76c2-3ad4%22	https://bison.studio/wp-content/uploads/2021/11/logo_0019_tailwag.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/logo_0019_tailwag.png	(from https://bison.studio/)
13:23:23	11418/11418	---M--	200	added ('OK')	image/png	etag:%22618a76c3-4ca3%22	https://bison.studio/wp-content/uploads/2021/11/logo_0018_teatru.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/logo_0018_teatru.png	(from https://bison.studio/)
13:23:24	6204/6204	---M--	200	added ('OK')	image/png	etag:%22618a76c6-2e70%22	https://bison.studio/wp-content/uploads/2021/11/logo_0016_canna.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/logo_0016_canna.png	(from https://bison.studio/)
13:23:24	15261/15261	---M--	200	added ('OK')	image/png	etag:%226176cb39-61e1%22	https://bison.studio/wp-content/uploads/2021/10/Untitled-2_0005_medium.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/10/Untitled-2_0005_medium.png	(from https://bison.studio/)
13:23:24	6637/6637	---M--	200	added ('OK')	image/png	etag:%22618a76c8-342f%22	https://bison.studio/wp-content/uploads/2021/11/logo_0015_neatplay.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/logo_0015_neatplay.png	(from https://bison.studio/)
13:23:24	10267/10267	---M--	200	added ('OK')	image/png	etag:%226176cb37-46bb%22	https://bison.studio/wp-content/uploads/2021/10/Untitled-2_0004_miyy.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/10/Untitled-2_0004_miyy.png	(from https://bison.studio/)
13:23:24	3767/3767	---M--	200	added ('OK')	image/png	etag:%22618a76cc-24c7%22	https://bison.studio/wp-content/uploads/2021/11/logo_0012_Alaria.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/logo_0012_Alaria.png	(from https://bison.studio/)
13:23:25	5547/5547	---M--	200	added ('OK')	image/png	etag:%22618a76cd-2e4a%22	https://bison.studio/wp-content/uploads/2021/11/logo_0011_fortina-invest.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/logo_0011_fortina-invest.png	(from https://bison.studio/)
13:23:25	4853/4853	---M--	200	added ('OK')	image/png	etag:%22618a76ce-2c64%22	https://bison.studio/wp-content/uploads/2021/11/logo_0010_StreamAMG-Logo-K.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/logo_0010_StreamAMG-Logo-K.png	(from https://bison.studio/)
13:23:25	1947/1947	---M--	200	added ('OK')	image/png	etag:%2261520786-7b0%22	https://bison.studio/wp-content/uploads/2021/07/gaba-min.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/07/gaba-min.png	(from https://bison.studio/)
13:23:25	8018/8018	---M--	200	added ('OK')	image/png	etag:%22618a76c5-3bf7%22	https://bison.studio/wp-content/uploads/2021/11/logo_0017_Corinthia.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/logo_0017_Corinthia.png	(from https://bison.studio/)
13:23:26	6621/6621	---M--	200	added ('OK')	image/png	etag:%22618a76d0-3a1d%22	https://bison.studio/wp-content/uploads/2021/11/logo_0009_iseemalta.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/logo_0009_iseemalta.png	(from https://bison.studio/)
13:23:26	7992/7992	---M--	200	added ('OK')	image/png	etag:%22618a76ca-3e1a%22	https://bison.studio/wp-content/uploads/2021/11/logo_0013_S7-Gradient-FullLogo-copy.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/logo_0013_S7-Gradient-FullLogo-copy.png	(from https://bison.studio/)
13:23:26	4511/4511	---M--	200	added ('OK')	image/png	etag:%22615207a0-11c2%22	https://bison.studio/wp-content/uploads/2021/07/accessorize-min.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/07/accessorize-min.png	(from https://bison.studio/)
13:23:26	3664/3664	---M--	200	added ('OK')	image/png	etag:%2261a64a26-263f%22	https://bison.studio/wp-content/uploads/2021/11/fyorin.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/fyorin.png	(from https://bison.studio/)
13:23:27	8424/8424	---M--	200	added ('OK')	image/png	etag:%2261a64a26-3c14%22	https://bison.studio/wp-content/uploads/2021/11/bukkun.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/bukkun.png	(from https://bison.studio/)
13:23:27	1189/1189	---M--	200	added ('OK')	image/jpeg	etag:%226176b61a-5e3%22	https://bison.studio/wp-content/uploads/2021/10/mercury@2x-50x58.jpg	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/10/mercury@2x-50x58.jpg	(from https://bison.studio/)
13:23:27	1467/1467	---M--	200	added ('OK')	image/jpeg	etag:%2261913497-6ef%22	https://bison.studio/wp-content/uploads/2021/11/Floreal_Thumb-2-50x59.jpg	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/Floreal_Thumb-2-50x59.jpg	(from https://bison.studio/)
13:23:27	1553/1553	---M--	200	added ('OK')	image/jpeg	etag:%226190fee8-74f%22	https://bison.studio/wp-content/uploads/2021/11/Boost-thumb-50x59.jpg	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/Boost-thumb-50x59.jpg	(from https://bison.studio/)
13:23:27	1219/1219	---M--	200	added ('OK')	image/jpeg	etag:%226176a87a-5f8%22	https://bison.studio/wp-content/uploads/2021/10/prosper-africa-thumb@2x-50x59.jpg	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/10/prosper-africa-thumb@2x-50x59.jpg	(from https://bison.studio/)
13:23:28	994/994	---M--	200	added ('OK')	image/jpeg	etag:%226188f7b3-543%22	https://bison.studio/wp-content/uploads/2021/07/Newwebsite-50x34.jpg	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/07/Newwebsite-50x34.jpg	(from https://bison.studio/)
13:23:28	1081/1081	---M--	200	added ('OK')	image/jpeg	etag:%22618a41c7-580%22	https://bison.studio/wp-content/uploads/2021/07/bison-marketing-50x34.jpg	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/07/bison-marketing-50x34.jpg	(from https://bison.studio/)
13:23:28	54474/54474	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Mar%202022%2007:53:28%20GMT	https://bison.studio/work/mercury-towers-sales-website/	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/work/mercury-towers-sales-website/index.html	(from https://bison.studio/)
13:23:29	963/963	---M--	200	added ('OK')	image/jpeg	etag:%226188f7b6-502%22	https://bison.studio/wp-content/uploads/2021/07/MT-Blog-Awwards-50x34.jpg	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/07/MT-Blog-Awwards-50x34.jpg	(from https://bison.studio/)
13:23:29	51736/51736	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Mar%202022%2007:53:29%20GMT	https://bison.studio/work/floreal-ecommerce/	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/work/floreal-ecommerce/index.html	(from https://bison.studio/)
13:23:29	58243/58243	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Mar%202022%2007:53:29%20GMT	https://bison.studio/work/boost/	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/work/boost/index.html	(from https://bison.studio/)
13:23:29	4259/4259	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Mar%202022%2007:53:29%20GMT	https://bison.studio/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/cdn-cgi/l/email-protection.html	(from https://bison.studio/)
13:23:29	53836/53836	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Mar%202022%2007:53:29%20GMT	https://bison.studio/work/prosper-africa/	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/work/prosper-africa/index.html	(from https://bison.studio/)
13:23:29	39947/39947	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Mar%202022%2007:53:30%20GMT	https://bison.studio/blogs/introducing-the-new-bison-studio-website/	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/blogs/introducing-the-new-bison-studio-website/index.html	(from https://bison.studio/)
13:23:30	44236/44236	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Mar%202022%2007:53:30%20GMT	https://bison.studio/blogs/expanding-our-services-digital-marketing/	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/blogs/expanding-our-services-digital-marketing/index.html	(from https://bison.studio/)
13:23:30	36574/36574	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Mar%202022%2007:53:30%20GMT	https://bison.studio/blogs/mercury-towers-by-zaha-hadid-wins-international-awards/	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/blogs/mercury-towers-by-zaha-hadid-wins-international-awards/index.html	(from https://bison.studio/)
13:23:30	221/221	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226233477c-dd%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/icons/icon-arrow-page.svg	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/icons/icon-arrow-page.svg	(from https://bison.studio/)
13:23:32	176/176	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226233477c-b0%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/icons/icon-oval-upsite.svg	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/icons/icon-oval-upsite.svg	(from https://bison.studio/)
